,gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,date2,time,dragon_control,baron_control
18671,6056-7497,complete,https://lpl.qq.com/es/stats.shtml?bmid=6056,LPL,2020,Spring,0,2020-04-06 06:58:00,2,10.06,200,Red,team,,Suning,,LeBlanc,Sett,Aphelios,Blitzcrank,Tahm Kench,1839,1,19,19,55,19,19,3.0,1.0,0.0,0.0,0.0,,,,0.6199,1.2398,0.0,2.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,9.0,5.0,0.0,0.0,2.0,0.0,68344,2229.8206,,3475.6607,2894.0294,123,4.0131,45,1.4682,45,264.0,8.6134,58040,37904,1236.6721,,51175.0,0.0210298,,,217,131,24,,15745.0,17876.0,320.0,17336.0,16271.0,266.0,-1591.0,1605.0,54.0,24209.0,29108.0,529.0,26121.0,28059.0,458.0,-1912.0,1049.0,71.0,2020-04-06,06:58:00,0.4,1.0
18754,6058-7507,complete,https://lpl.qq.com/es/stats.shtml?bmid=6058,LPL,2020,Spring,0,2020-04-06 10:44:00,1,10.06,100,Blue,team,,Top Esports,,Thresh,Sett,Tahm Kench,Olaf,Lee Sin,1755,1,11,9,29,11,9,1.0,1.0,0.0,0.0,0.0,,,,0.3761,0.6838,0.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,7.0,3.0,0.0,1.0,1.0,0.0,42950,1468.3761,,2669.3333,1945.8803,93,3.1795,34,1.1624,31,187.0,6.3932,50214,30935,1057.6068,,44855.0,0.0278029,,,226,144,37,,15140.0,18140.0,324.0,15891.0,19066.0,310.0,-751.0,-926.0,14.0,24445.0,29465.0,519.0,24340.0,28325.0,451.0,105.0,1140.0,68.0,2020-04-06,10:44:00,0.25,0.0
18779,6058-7510,complete,https://lpl.qq.com/es/stats.shtml?bmid=6058,LPL,2020,Spring,0,2020-04-06 11:31:00,2,10.06,200,Red,team,,Top Esports,,Aphelios,Senna,Sett,Thresh,Taric,2268,0,15,28,33,15,28,1.0,0.0,0.0,0.0,1.0,,,,0.3968,1.1376,1.0,4.0,2.0,4.0,2.0,2.0,0.0,1.0,1.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,8.0,1.0,1.0,0.0,1.0,79941,2114.8413,,2953.2011,4001.0582,132,3.4921,45,1.1905,49,281.0,7.4339,62290,37778,999.418,,59900.0,-0.0820492,,,225,156,4,,14600.0,16857.0,299.0,14438.0,16969.0,289.0,162.0,-112.0,10.0,24701.0,28226.0,497.0,23056.0,28256.0,483.0,1645.0,-30.0,14.0,2020-04-06,11:31:00,0.6666666666666666,0.0
18802,6058-7511,complete,https://lpl.qq.com/es/stats.shtml?bmid=6058,LPL,2020,Spring,0,2020-04-06 12:27:00,3,10.06,100,Blue,team,,Top Esports,,Thresh,Wukong,Sett,LeBlanc,Zoe,1910,1,34,11,77,34,11,6.0,3.0,0.0,0.0,1.0,,,,1.0681,1.4136,0.0,2.0,3.0,2.0,3.0,0.0,0.0,2.0,0.0,,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,9.0,2.0,1.0,1.0,1.0,0.0,108906,3421.1309,,2863.3822,2428.6492,113,3.5497,39,1.2251,39,257.0,8.0733,64818,43958,1380.8796,,54625.0,0.16101300000000002,,,204,90,43,,16660.0,17197.0,277.0,15005.0,17010.0,249.0,1655.0,187.0,28.0,27523.0,29952.0,455.0,22112.0,26528.0,402.0,5411.0,3424.0,53.0,2020-04-06,12:27:00,0.4,1.0
19306,ESPORTSTMNT02/1324324,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1324324?gameHash=ea112046eceab932,LCK,2020,Spring,0,2020-04-08 07:04:23,1,10.06,100,Blue,team,,DAMWON Gaming,,Olaf,Varus,Trundle,Nocturne,Kassadin,2363,0,2,12,4,2,12,0.0,0.0,0.0,0.0,0.0,,,,0.0508,0.3555,1.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,7.0,1.0,0.0,0.0,1.0,51550,1308.9293,,1838.2649,1907.2281,189,4.799,128,3.2501,67,424.0,10.766,63288,37807,959.9746,,60350.0,-0.0587053,,1165.0,242,167,9,35.7258,14591.0,17761.0,325.0,14636.0,17022.0,294.0,-45.0,739.0,31.0,22912.0,27902.0,514.0,23653.0,28528.0,492.0,-741.0,-626.0,22.0,2020-04-08,07:04:23,0.5,0.0
19331,ESPORTSTMNT02/1324341,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1324341?gameHash=07c5cb5ac8f5c479,LCK,2020,Spring,0,2020-04-08 09:00:41,2,10.06,200,Red,team,,DAMWON Gaming,,Sett,Aphelios,Olaf,Qiyana,Gragas,1672,0,1,13,1,1,13,0.0,0.0,0.0,0.0,0.0,,,,0.0359,0.5024,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,9.0,0.0,0.0,0.0,2.0,22734,815.8134,,1878.6962,1426.7943,89,3.1938,52,1.866,40,182.0,6.5311,42994,24562,881.4115,,41070.0,-0.145091,,783.0,151,122,5,33.5167,14094.0,16204.0,299.0,16299.0,18037.0,341.0,-2205.0,-1833.0,-42.0,22507.0,27421.0,509.0,26114.0,28627.0,542.0,-3607.0,-1206.0,-33.0,2020-04-08,09:00:41,0.0,0.0
19343,6063-7533,complete,https://lpl.qq.com/es/stats.shtml?bmid=6063,LPL,2020,Spring,0,2020-04-08 09:02:00,1,10.06,200,Red,team,,Suning,,Zoe,LeBlanc,Lee Sin,,Mordekaiser,1837,0,1,12,3,1,12,0.0,0.0,0.0,0.0,1.0,,,,0.0327,0.4246,0.0,1.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,0.0,0.0,3.0,43129,1408.6772,,3028.6445,2044.2134,97,3.1682,36,1.1758,43,207.0,6.761,45515,25400,829.6135,,43175.0,-0.18178,,,186,149,6,,15368.0,18411.0,342.0,15038.0,17943.0,325.0,330.0,468.0,17.0,22822.0,29099.0,538.0,24736.0,30237.0,543.0,-1914.0,-1138.0,-5.0,2020-04-08,09:02:00,0.2,0.0
19355,6063-7537,complete,https://lpl.qq.com/es/stats.shtml?bmid=6063,LPL,2020,Spring,0,2020-04-08 09:49:00,2,10.06,200,Red,team,,Suning,,Zoe,LeBlanc,Olaf,Mordekaiser,Ornn,1724,0,9,16,13,9,16,1.0,0.0,0.0,0.0,1.0,,,,0.3132,0.8701,0.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,5.0,8.0,1.0,1.0,0.0,1.0,32967,1147.3434,,2791.8445,2324.7216,88,3.0626,35,1.2181,42,205.0,7.1346,48410,29447,1024.8376,,46335.0,-0.00570291,,,193,118,23,,17414.0,17856.0,311.0,16208.0,17234.0,303.0,1206.0,622.0,8.0,25794.0,28959.0,487.0,24583.0,26172.0,451.0,1211.0,2787.0,36.0,2020-04-08,09:49:00,0.75,0.0
19379,6064-7540,complete,https://lpl.qq.com/es/stats.shtml?bmid=6064,LPL,2020,Spring,0,2020-04-08 10:47:00,1,10.06,200,Red,team,,Top Esports,,Aphelios,Jarvan IV,Kalista,Rumble,Olaf,1901,0,5,17,11,5,17,0.0,0.0,0.0,0.0,0.0,,,,0.1578,0.6944,0.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,9.0,0.0,1.0,0.0,1.0,49899,1574.929,,2743.6823,2124.7764,107,3.3772,33,1.0416,46,193.0,6.0915,49419,28651,904.2925,,47680.0,-0.14085899999999998,,,187,131,9,,16405.0,19158.0,376.0,15909.0,17008.0,279.0,496.0,2150.0,97.0,24054.0,27355.0,539.0,25235.0,27856.0,437.0,-1181.0,-501.0,102.0,2020-04-08,10:47:00,0.25,0.0
19402,6064-7542,complete,https://lpl.qq.com/es/stats.shtml?bmid=6064,LPL,2020,Spring,0,2020-04-08 11:36:00,2,10.06,100,Blue,team,,Top Esports,,Jarvan IV,Rumble,Pantheon,Gragas,Sett,1506,1,12,5,23,12,5,1.0,0.0,0.0,0.0,0.0,,,,0.4781,0.6773,0.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,10.0,2.0,1.0,1.0,2.0,0.0,48571,1935.0996,,2130.4781,1728.2869,68,2.7092,26,1.0359,31,153.0,6.0956,50647,33908,1350.9163,,43500.0,0.162968,,,230,103,64,,17366.0,17888.0,330.0,16726.0,17117.0,299.0,640.0,771.0,31.0,28052.0,29476.0,529.0,24807.0,26227.0,453.0,3245.0,3249.0,76.0,2020-04-08,11:36:00,0.6666666666666666,1.0
19414,6064-7544,complete,https://lpl.qq.com/es/stats.shtml?bmid=6064,LPL,2020,Spring,0,2020-04-08 12:18:00,3,10.06,100,Blue,team,,Top Esports,,Jarvan IV,Pantheon,Varus,Rumble,Thresh,1953,0,5,19,9,5,19,0.0,0.0,0.0,0.0,0.0,,,,0.1536,0.7373,0.0,1.0,4.0,1.0,4.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,9.0,1.0,1.0,0.0,1.0,49871,1532.1352,,2185.2227,1403.871,128,3.9324,42,1.2903,39,265.0,8.1413,52688,31389,964.3318,,50475.0,-0.095283,,,223,150,15,,15350.0,17578.0,323.0,15929.0,18080.0,288.0,-579.0,-502.0,35.0,24534.0,27792.0,502.0,24577.0,28573.0,496.0,-43.0,-781.0,6.0,2020-04-08,12:18:00,0.2,1.0
20339,ESPORTSTMNT02/1334673,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1334673?gameHash=3ec34a7f767fac89,LCK,2020,Spring,0,2020-04-10 06:52:13,1,10.06,200,Red,team,,DAMWON Gaming,,Zoe,Senna,Varus,Taric,Tahm Kench,1626,0,4,17,9,4,17,0.0,0.0,0.0,0.0,1.0,,,,0.1476,0.7749,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,2.0,34286,1265.1661,,2916.9004,2125.0185,86,3.1734,37,1.3653,39,152.0,5.6089,40995,23032,849.8893,,39010.0,-0.21126799999999998,,700.0,139,115,4,30.9594,14785.0,17730.0,311.0,16163.0,20231.0,353.0,-1378.0,-2501.0,-42.0,23411.0,28200.0,487.0,26704.0,32439.0,545.0,-3293.0,-4239.0,-58.0,2020-04-10,06:52:13,0.0,0.0
20434,ESPORTSTMNT02/1334694,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1334694?gameHash=95755ce9f5b148fe,LCK,2020,Spring,0,2020-04-10 08:43:43,2,10.06,100,Blue,team,,DAMWON Gaming,,Zoe,Ornn,Varus,Aatrox,Karma,2029,1,20,5,53,20,5,3.0,2.0,0.0,0.0,1.0,,,,0.5914,0.7393,0.0,4.0,1.0,4.0,1.0,0.0,0.0,3.0,1.0,,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,10.0,1.0,1.0,1.0,2.0,0.0,78044,2307.8561,,2854.5688,3042.5234,154,4.554,56,1.656,53,316.0,9.3445,67785,45711,1351.7299,,60570.0,0.13711099999999998,,961.0,259,129,57,36.0769,16495.0,19027.0,325.0,15427.0,17872.0,315.0,1068.0,1155.0,10.0,26075.0,30421.0,500.0,24272.0,30398.0,542.0,1803.0,23.0,-42.0,2020-04-10,08:43:43,0.8,1.0
20483,ESPORTSTMNT02/1324690,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1324690?gameHash=16859bc5a921b038,LCK,2020,Spring,0,2020-04-10 09:45:00,3,10.06,200,Red,team,,DAMWON Gaming,,Zoe,Senna,Varus,Thresh,Aatrox,2544,0,12,15,32,12,15,3.0,0.0,0.0,0.0,0.0,,,,0.283,0.6368,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,10.0,7.0,1.0,1.0,2.0,1.0,54900,1294.8113,,3458.5613,3435.684,190,4.4811,78,1.8396,71,399.0,9.4104,78156,50829,1198.7972,,74233.0,0.0640632,,1167.0,318,183,34,35.0236,15143.0,18411.0,325.0,17702.0,19819.0,346.0,-2559.0,-1408.0,-21.0,24718.0,30905.0,517.0,26845.0,31575.0,565.0,-2127.0,-670.0,-48.0,2020-04-10,09:45:00,0.5,0.6666666666666666
20530,6070-7556,complete,https://lpl.qq.com/es/stats.shtml?bmid=6070,LPL,2020,Spring,0,2020-04-10 10:39:00,1,10.06,100,Blue,team,,Top Esports,,Jarvan IV,Kindred,Trundle,LeBlanc,Gragas,1631,0,3,16,9,3,16,0.0,0.0,0.0,0.0,0.0,,,,0.1104,0.699,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,9.0,0.0,0.0,0.0,2.0,41315,1519.8651,,2271.6125,1973.1208,81,2.9798,47,1.729,37,178.0,6.5481,41076,23062,848.3875,,40250.0,-0.10921900000000001,,,149,99,14,,16590.0,17348.0,294.0,16254.0,18082.0,300.0,336.0,-734.0,-6.0,24289.0,28742.0,511.0,25536.0,30085.0,529.0,-1247.0,-1343.0,-18.0,2020-04-10,10:39:00,0.5,0.0
20578,6070-7557,complete,https://lpl.qq.com/es/stats.shtml?bmid=6070,LPL,2020,Spring,0,2020-04-10 11:24:00,2,10.06,100,Blue,team,,Top Esports,,Sett,Tahm Kench,Jarvan IV,LeBlanc,Zoe,1770,0,6,15,9,6,15,0.0,0.0,0.0,0.0,0.0,,,,0.2034,0.7119,1.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,10.0,0.0,0.0,0.0,3.0,42661,1446.1356,,3431.7966,2625.2542,85,2.8814,46,1.5593,34,191.0,6.4746,49087,29655,1005.2542,,48250.0,-0.00811204,,,217,126,36,,15810.0,19359.0,334.0,15114.0,17909.0,299.0,696.0,1450.0,35.0,25618.0,31443.0,542.0,24812.0,29920.0,511.0,806.0,1523.0,31.0,2020-04-10,11:24:00,0.5,0.0
21286,6074-7565,complete,https://lpl.qq.com/es/stats.shtml?bmid=6074,LPL,2020,Spring,0,2020-04-12 06:13:00,1,10.06,100,Blue,team,,Suning,,LeBlanc,Elise,Kalista,Kassadin,Sylas,1983,0,9,18,28,9,18,1.0,0.0,0.0,0.0,0.0,,,,0.2723,0.8169,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,10.0,1.0,0.0,0.0,2.0,53861,1629.6823,,2438.1241,2452.1331,128,3.8729,47,1.4221,55,241.0,7.292,53506,31901,965.2345,,52388.0,-0.10781400000000001,,,196,138,5,,16011.0,17000.0,320.0,16514.0,18577.0,311.0,-503.0,-1577.0,9.0,24525.0,27589.0,501.0,26691.0,30538.0,515.0,-2166.0,-2949.0,-14.0,2020-04-12,06:13:00,0.0,0.0
21310,6074-7566,complete,https://lpl.qq.com/es/stats.shtml?bmid=6074,LPL,2020,Spring,0,2020-04-12 07:03:00,2,10.06,100,Blue,team,,Suning,,LeBlanc,Rek'Sai,Kalista,Kassadin,Jax,2135,1,21,8,54,21,8,2.0,0.0,0.0,0.0,1.0,,,,0.5902,0.815,1.0,5.0,1.0,4.0,1.0,0.0,3.0,1.0,0.0,,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,11.0,1.0,1.0,1.0,3.0,0.0,65823,1849.8267,,1732.6932,2786.9227,151,4.2436,65,1.8267,46,322.0,9.0492,69527,46372,1303.1944,,61300.0,0.136354,,,273,150,45,,16674.0,17765.0,313.0,14700.0,17130.0,289.0,1974.0,635.0,24.0,26495.0,28251.0,496.0,23040.0,27935.0,476.0,3455.0,316.0,20.0,2020-04-12,07:03:00,0.8333333333333334,1.0
21322,6074-7567,partial,https://lpl.qq.com/es/stats.shtml?bmid=6074,LPL,2020,Spring,0,2020-04-12 07:55:00,3,10.06,100,Blue,team,,Suning,,LeBlanc,Rek'Sai,Kalista,Kassadin,Qiyana,2859,0,13,17,36,13,17,0.0,0.0,0.0,0.0,1.0,,,,0.2728,0.6296,0.0,3.0,4.0,,,,,,,3.0,,,0.0,0.0,2.0,0.0,0.0,3.0,0.0,5.0,11.0,0.0,0.0,0.0,6.0,113998,2392.4029,,2881.8468,3854.7744,166,3.4837,88,1.8468,62,369.0,7.744,81554,51014,1070.5981,,75040.0,-0.0819222,,,283,204,15,,15160.0,17813.0,320.0,15774.0,18643.0,324.0,-614.0,-830.0,-4.0,23551.0,28185.0,502.0,24308.0,27103.0,476.0,-757.0,1082.0,26.0,2020-04-12,07:55:00,0.42857142857142855,0.0
21551,ESPORTSTMNT05/1430701,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1430701?gameHash=89626da014dd553a,LEC,2020,Spring,1,2020-04-12 14:20:38,1,10.06,200,Red,team,,G2 Esports,,Gragas,Senna,Sett,Karthus,Elise,1975,1,21,11,54,21,11,2.0,1.0,1.0,1.0,1.0,,,,0.638,0.9722,0.0,3.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,11.0,4.0,1.0,0.0,4.0,0.0,87089,2645.7418,,3427.0177,2849.2557,116,3.5241,46,1.3975,40,265.0,8.0506,61136,39613,1203.4329,,50308.0,0.0283848,,714.0,175,110,21,27.0076,15414.0,18482.0,294.0,15213.0,18271.0,329.0,201.0,211.0,-35.0,23716.0,28294.0,457.0,23122.0,28823.0,497.0,594.0,-529.0,-40.0,2020-04-12,14:20:38,0.6,1.0
21575,ESPORTSTMNT05/1440690,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1440690?gameHash=bb7ed4ff2a9211ea,LEC,2020,Spring,1,2020-04-12 15:23:36,2,10.06,200,Red,team,,G2 Esports,,Gragas,Senna,Tahm Kench,Renekton,Aatrox,2475,1,23,20,59,23,20,5.0,1.0,0.0,0.0,0.0,,,,0.5576,1.0424,1.0,3.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0,,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,8.0,8.0,1.0,1.0,1.0,2.0,109683,2658.9818,,2804.0,2779.3697,171,4.1455,89,2.1576,75,357.0,8.6545,75860,49237,1193.6242,,68000.0,-0.0505286,,1063.0,214,136,15,30.9576,16360.0,17666.0,292.0,15675.0,17501.0,286.0,685.0,165.0,6.0,27154.0,29143.0,465.0,24824.0,28016.0,449.0,2330.0,1127.0,16.0,2020-04-12,15:23:36,0.6,0.3333333333333333
21611,ESPORTSTMNT05/1440693,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1440693?gameHash=71991d30d985cb39,LEC,2020,Spring,1,2020-04-12 16:31:43,3,10.06,200,Red,team,,G2 Esports,,Gragas,Senna,Kalista,Azir,Gangplank,2409,0,11,24,24,11,24,0.0,0.0,0.0,0.0,1.0,,,,0.274,0.8717,1.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,5.0,10.0,0.0,0.0,0.0,1.0,73468,1829.8381,,2858.929,2729.1905,157,3.9103,75,1.868,66,308.0,7.6712,62594,36644,912.6775,,60675.0,-0.141469,,906.0,245,173,13,28.6675,13901.0,15803.0,260.0,16742.0,18149.0,301.0,-2841.0,-2346.0,-41.0,23618.0,26665.0,438.0,25186.0,28098.0,474.0,-1568.0,-1433.0,-36.0,2020-04-12,16:31:43,0.6666666666666666,0.0
21647,ESPORTSTMNT05/1440694,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1440694?gameHash=6693eff5862d76c2,LEC,2020,Spring,1,2020-04-12 17:04:57,4,10.06,200,Red,team,,G2 Esports,,Gragas,Senna,Kalista,Azir,LeBlanc,1962,1,20,13,46,20,13,3.0,0.0,0.0,0.0,0.0,,,,0.6116,1.0092,1.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,8.0,2.0,1.0,1.0,1.0,0.0,63451,1940.3976,,2990.948,3088.2569,112,3.4251,59,1.8043,45,262.0,8.0122,61145,39755,1215.7492,,53020.0,0.0467091,,758.0,221,152,24,29.9388,14547.0,17723.0,311.0,15633.0,17938.0,317.0,-1086.0,-215.0,-6.0,24712.0,29015.0,479.0,24070.0,28850.0,521.0,642.0,165.0,-42.0,2020-04-12,17:04:57,0.25,1.0
21898,6079-7578,complete,https://lpl.qq.com/es/stats.shtml?bmid=6079,LPL,2020,Spring,0,2020-04-13 11:05:00,1,10.06,100,Blue,team,,Top Esports,,Jarvan IV,LeBlanc,Syndra,Kassadin,Olaf,1799,1,24,8,51,24,8,7.0,1.0,0.0,0.0,0.0,,,,0.8004,1.0673,1.0,4.0,1.0,4.0,1.0,3.0,0.0,0.0,1.0,,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,10.0,2.0,1.0,1.0,2.0,0.0,62861,2096.5314,,2366.4147,2231.6064,95,3.1684,49,1.6342,41,222.0,7.4041,60424,40696,1357.2874,,53650.0,0.16439700000000002,,,224,115,50,,17179.0,19109.0,338.0,15834.0,18327.0,299.0,1345.0,782.0,39.0,29092.0,31752.0,510.0,24098.0,26562.0,429.0,4994.0,5190.0,81.0,2020-04-13,11:05:00,0.8,1.0
21934,6079-7579,complete,https://lpl.qq.com/es/stats.shtml?bmid=6079,LPL,2020,Spring,0,2020-04-13 11:54:00,2,10.06,100,Blue,team,,Top Esports,,Syndra,LeBlanc,Jarvan IV,Olaf,Kassadin,2053,1,29,18,59,29,18,5.0,1.0,0.0,0.0,1.0,,,,0.8475,1.3736,0.0,2.0,3.0,2.0,3.0,0.0,0.0,2.0,0.0,,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,11.0,0.0,1.0,1.0,4.0,0.0,97087,2837.4184,,3595.4116,3396.0351,97,2.8349,62,1.812,42,262.0,7.6571,67802,45483,1329.2645,,62080.0,0.18707100000000002,,,253,143,41,,16168.0,18453.0,306.0,14429.0,17104.0,282.0,1739.0,1349.0,24.0,27096.0,30283.0,510.0,22182.0,27086.0,440.0,4914.0,3197.0,70.0,2020-04-13,11:54:00,0.4,1.0
22115,6081-7586,partial,https://lpl.qq.com/es/stats.shtml?bmid=6081,LPL,2020,Spring,0,2020-04-14 09:06:00,1,10.06,200,Red,team,,Suning,,Olaf,Kalista,Aphelios,Renekton,Rek'Sai,2682,0,12,19,30,12,19,1.0,0.0,0.0,0.0,1.0,,,,0.2685,0.6935,0.0,2.0,5.0,,,,,,,2.0,,,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,3.0,117491,2628.434,,3263.0201,3196.2192,183,4.094,52,1.1633,66,314.0,7.0246,70150,41416,926.5324,,66855.0,-0.025764999999999996,,,241,202,0,,15724.0,18155.0,316.0,15048.0,17944.0,329.0,676.0,211.0,-13.0,22697.0,27932.0,492.0,24449.0,27961.0,519.0,-1752.0,-29.0,-27.0,2020-04-14,09:06:00,0.2857142857142857,1.0
22175,6081-7589,complete,https://lpl.qq.com/es/stats.shtml?bmid=6081,LPL,2020,Spring,0,2020-04-14 10:11:00,2,10.06,200,Red,team,,Suning,,Olaf,Kalista,Aphelios,LeBlanc,Sylas,2091,1,17,5,42,17,5,2.0,0.0,0.0,0.0,0.0,,,,0.4878,0.6313,1.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,9.0,4.0,0.0,0.0,1.0,0.0,76436,2193.2855,,3011.1621,2502.0373,153,4.3902,61,1.7504,53,313.0,8.9813,63744,41038,1177.561,,58116.0,0.07982389999999999,,,242,165,22,,15821.0,17942.0,304.0,15512.0,17235.0,304.0,309.0,707.0,0.0,25204.0,28401.0,501.0,24539.0,28130.0,497.0,665.0,271.0,4.0,2020-04-14,10:11:00,0.6,0.0
22211,6081-7592,complete,https://lpl.qq.com/es/stats.shtml?bmid=6081,LPL,2020,Spring,0,2020-04-14 11:03:00,3,10.06,200,Red,team,,Suning,,Kalista,Olaf,Aphelios,Qiyana,Galio,1829,1,20,8,59,20,8,4.0,0.0,0.0,0.0,0.0,,,,0.6561,0.8857,0.0,3.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,8.0,2.0,0.0,1.0,1.0,0.0,73695,2417.5506,,2884.6255,2526.6594,105,3.4445,32,1.0498,45,186.0,6.1017,57319,37285,1223.1274,,52085.0,0.164909,,,213,149,17,,15041.0,17706.0,301.0,14314.0,16674.0,287.0,727.0,1032.0,14.0,22975.0,27294.0,488.0,23274.0,27126.0,457.0,-299.0,168.0,31.0,2020-04-14,11:03:00,0.75,1.0
